CustomerID,Age,Gender,Location,ProductCategory,PurchaseAmount,PaymentMethod,PurchaseDate,DeviceUsed,ReturningCustomer
bd29ff15-6f82-4649-b4f6-d52f9f7f829d,34,Male,Canada,Home,1051.01,Credit Card,2025-02-10,Mobile,Yes
09909101-2995-4cc8-93a5-b5faaa38c130,45,Female,Australia,Books,1896.1,Debit Card,2025-07-26,Tablet,No
2bf38d91-24de-428a-a4c3-099d145fe09c,59,Female,Canada,Electronics,135.0,Debit Card,2024-03-18,Tablet,No
dd664f75-7f15-44af-996b-dda123ab6de1,28,Male,USA,Clothing,1890.16,PayPal,2024-03-21,Desktop,Yes
34909f80-9d7e-432f-a1d3-93eff0c46718,20,Male,Germany,Home,1260.05,Cash,2024-07-22,Tablet,Yes
409336ec-876c-48e3-b6e8-f3fe65c32ed9,30,Female,UK,Clothing,1528.95,Credit Card,2025-09-06,Desktop,No
1241ca14-52a0-4b55-8685-7a117356f76a,27,Female,Australia,Sports,342.11,Cash,2024-09-23,Tablet,Yes
a18447f2-bf60-48ac-89e1-b903ba478726,50,Female,Australia,Electronics,1451.17,Debit Card,2025-05-13,Desktop,No
a5b31bbc-d5c8-453f-b6b2-93d20ac41335,56,Male,India,Clothing,1006.24,PayPal,2024-04-26,Mobile,Yes
c79c5420-5824-412b-8bdc-3d9c5672b034,55,Female,UK,Sports,585.85,Credit Card,2025-05-21,Mobile,Yes
cb288bc5-81ce-4e48-a8be-3fa49424f374,31,Female,Germany,Electronics,645.85,Credit Card,2025-03-23,Desktop,Yes
ad86290f-2d72-4414-bd7a-8107c6439dcb,62,Female,USA,Home,1525.7,PayPal,2024-08-27,Desktop,Yes
2c747d9d-17f2-4180-884a-c0dc18e987fd,20,Female,USA,Books,905.27,Credit Card,2024-12-15,Mobile,Yes
fd174d46-7c05-472a-bc05-f37b26957910,18,Male,UK,Clothing,1757.92,Debit Card,2025-06-19,Tablet,Yes
4c558ed4-197c-4537-ab1a-8024ac200cb9,33,Male,Australia,Electronics,1681.94,Credit Card,2025-06-12,Desktop,No
cafb2dd3-7c78-4836-8b76-e99485b05f59,43,Male,Canada,Home,1630.01,Credit Card,2024-05-22,Tablet,Yes
7f35aab8-23be-4de5-8573-10fdfc477e58,53,Male,USA,Home,1343.03,PayPal,2024-12-30,Mobile,No
c4c74963-919b-4cf7-8ff6-ab33b9590191,45,Female,USA,Books,768.95,Cash,2025-02-27,Tablet,Yes
92016081-5275-4338-a257-042daa836489,63,Female,Germany,Books,531.41,Cash,2025-09-20,Tablet,Yes
fa764b7c-74ef-4fb5-bb9c-4758661bb333,64,Female,UK,Clothing,1888.21,Debit Card,2025-05-26,Mobile,No
ce6ba36a-41d5-4e09-a952-d41d619126a4,50,Female,Canada,Sports,763.65,Credit Card,2024-04-13,Desktop,No
302e540c-a8c4-4a46-95be-ac4639241de2,21,Female,India,Clothing,312.51,Debit Card,2025-08-05,Tablet,No
e7c12dfb-0b6e-431c-84fc-e5dab2aa12c8,60,Male,Germany,Sports,505.21,PayPal,2025-12-24,Desktop,Yes
8014e48d-7ad7-4f25-98a2-287b6549718b,36,Female,Australia,Electronics,1220.05,Credit Card,2024-10-03,Desktop,No
75f84f4e-acde-4ba2-9f55-22c232ca4538,33,Female,UK,Clothing,291.52,Debit Card,2024-04-20,Mobile,No
f86623bb-66ce-4db8-9309-feb37bcd4123,41,Male,USA,Sports,1225.41,Credit Card,2025-06-20,Mobile,Yes
8a01b836-4044-4c49-bef4-adae77ddad10,64,Male,Canada,Electronics,1218.7,PayPal,2024-04-14,Tablet,Yes
15ec8d0c-8202-4c7f-b7ed-67c62889f470,43,Female,Canada,Books,1688.4,Cash,2025-04-23,Tablet,Yes
4cec2c70-c395-455a-aae7-d6d362fd939b,29,Male,UK,Books,1972.77,Cash,2024-03-11,Desktop,No
f38fd1dd-e6bc-4ab6-965d-39361272daad,42,Male,UK,Sports,1848.86,Debit Card,2024-04-28,Desktop,Yes
0831c7f8-0588-4dfb-a181-3883e4708a69,62,Female,UK,Clothing,1587.37,Credit Card,2025-08-02,Desktop,No
88137a04-597f-4cd9-8f7e-a4f0328d283c,51,Male,Australia,Sports,868.06,Cash,2024-07-29,Desktop,Yes
8f1e80fc-a446-4e29-82e4-9e104b90cc1b,22,Male,India,Clothing,1856.68,Debit Card,2024-05-03,Mobile,No
2c9d1501-2faa-43e1-b219-44361b594118,55,Male,USA,Clothing,619.02,Cash,2024-03-23,Tablet,No
d6876221-4392-4645-82b3-c21669325ef4,28,Female,India,Sports,156.41,PayPal,2024-12-26,Mobile,No
f86b9d42-6cf8-443c-b287-09477bbf94d4,57,Female,Canada,Clothing,1066.09,Credit Card,2024-02-22,Desktop,Yes
37adb44a-17b8-437c-9a42-d502112026f2,57,Male,India,Sports,1007.03,Credit Card,2025-12-31,Tablet,No
6a0f3921-8b0e-4921-89e8-1d1f64c8a6a8,22,Male,UK,Electronics,213.87,Cash,2025-02-09,Tablet,No
e2862d0e-f7ed-4ac3-8012-fcda336765c0,69,Female,Germany,Books,1488.01,Debit Card,2024-08-19,Mobile,Yes
e63523f7-80c5-4bc8-a29b-23adcbf51344,30,Male,USA,Electronics,294.19,Cash,2025-11-22,Desktop,Yes
19c02dca-d1ac-4188-b174-8fd203adb23e,32,Male,USA,Electronics,1068.03,PayPal,2025-04-10,Desktop,No
89020fc4-8628-4c5f-8b91-62fef3b328fd,58,Female,Australia,Sports,1481.51,Credit Card,2025-10-06,Desktop,Yes
3a97f03a-a79c-45b7-8086-05b07b8e360a,32,Female,UK,Electronics,1877.75,Debit Card,2024-05-26,Mobile,No
86f77d4d-9855-4bb4-8d71-1f8dcaa1cc4d,23,Female,USA,Books,1465.61,PayPal,2024-05-24,Tablet,Yes
70caa1c9-4cd9-4766-84fb-b572906447db,62,Male,Germany,Clothing,1952.1,Cash,2025-10-10,Tablet,Yes
4dbd28ba-bf8c-4eec-999e-c6ee435db7e8,63,Male,India,Clothing,1413.04,Cash,2025-07-03,Mobile,Yes
ddc5d6ed-7680-4633-96e8-bc18a668f470,55,Male,USA,Sports,667.65,Cash,2025-01-23,Mobile,No
3e742026-9080-470a-a62f-6334925bbef8,33,Female,USA,Home,53.55,PayPal,2024-12-30,Tablet,Yes
6545dc28-440c-4fe1-88e2-784a17b30d60,49,Male,UK,Books,747.3,Debit Card,2024-01-14,Tablet,No
480d2f8d-e7c7-4834-95b9-43314f3b63c3,70,Male,Canada,Electronics,883.38,PayPal,2025-02-11,Mobile,No
e2e054de-2fc3-4434-b195-6909e19c795b,35,Female,USA,Home,1129.84,PayPal,2024-04-22,Desktop,Yes
37a31b98-a74d-48a1-b1ed-c673fe72bcb3,51,Male,India,Clothing,108.76,PayPal,2024-01-27,Tablet,No
636aad2d-043a-4f61-a4b5-7d7bc653c3ae,20,Male,Germany,Home,756.17,Credit Card,2024-04-19,Tablet,No
1a963fe3-615c-4e38-988f-2dd136c484e1,46,Female,USA,Electronics,1035.75,Credit Card,2025-11-29,Tablet,No
f2825a98-11fd-43d6-825a-e7e5f58282bb,64,Female,Australia,Books,112.16,Credit Card,2025-12-14,Mobile,Yes
5e65c794-01af-44b1-9e9a-9e101294a869,36,Male,USA,Home,1554.42,PayPal,2025-04-28,Mobile,No
101bdf1f-7d12-489f-bf55-1503a39cb1a0,47,Female,USA,Electronics,1358.83,Debit Card,2025-06-01,Mobile,No
752d942b-aedd-4835-84bb-0298e2176160,24,Male,Australia,Books,1697.32,Credit Card,2024-06-22,Desktop,Yes
41855291-a728-4c60-bdb6-63654a15bf66,45,Female,Canada,Home,978.55,Debit Card,2024-06-07,Desktop,Yes
bdb7d28b-4669-471f-85c1-96148631f352,64,Female,USA,Books,1444.18,Credit Card,2025-07-29,Tablet,Yes
87b85847-d7de-492e-b58b-b4356330b30a,57,Female,India,Sports,1297.45,Credit Card,2024-10-22,Tablet,Yes
cdeb518a-0439-49c3-9959-15c52dfe3574,66,Female,USA,Clothing,160.97,PayPal,2025-01-27,Tablet,Yes
c4a1e2bd-9f27-409a-bde9-cc7c7944e386,52,Female,USA,Electronics,533.81,Credit Card,2024-07-20,Mobile,No
d529dfd5-bc6b-47bb-b464-b224035cd114,31,Male,Australia,Home,990.45,Cash,2025-12-20,Desktop,No
ca2e3222-c052-4431-9f03-6575dda5007b,64,Male,India,Electronics,1058.14,Credit Card,2024-05-21,Mobile,No
6ca44c23-df38-454c-988d-6a1f0a566255,27,Male,Germany,Books,1458.89,Debit Card,2025-08-12,Desktop,No
b8fe791f-0a92-429b-b0ec-947d83b4c962,64,Male,Germany,Home,868.14,Debit Card,2025-10-01,Mobile,Yes
d1b01aff-c371-4523-8365-fb8ab4f6f6a9,64,Female,India,Books,205.41,Credit Card,2025-03-01,Tablet,Yes
a74d0750-dc7a-4692-b825-b3be788a1acd,28,Male,India,Clothing,1703.46,Cash,2025-08-22,Desktop,No
bbd59851-0d05-4672-bd81-18d0a2d8aa24,64,Male,UK,Electronics,638.71,PayPal,2024-07-21,Desktop,Yes
57f5bd21-0f4f-4a4c-8c17-5c5f1b7785a1,64,Male,UK,Home,902.48,Credit Card,2024-02-16,Mobile,Yes
1cac73c3-1bb9-468a-9d54-b110e9536866,24,Female,Australia,Books,406.56,Cash,2024-05-18,Desktop,Yes
5c7ca4d4-1558-4133-bad1-9075996d1e0e,40,Male,Germany,Books,320.32,Credit Card,2024-06-02,Desktop,No
e03fb0e2-6e87-4bcd-889e-9d47f985576d,46,Male,USA,Electronics,650.59,Cash,2025-12-30,Mobile,No
69b5dce9-3d57-4e1a-b3a0-f8731f78fbcb,36,Male,Canada,Home,1269.38,Credit Card,2024-01-24,Desktop,Yes
97c1bb32-372e-48c4-9024-0d8b09d1cd44,63,Female,UK,Clothing,200.05,Debit Card,2025-06-04,Tablet,Yes
1b2e2659-75c2-4fbd-9699-ca3098de8a3d,60,Female,Canada,Books,1542.01,Cash,2025-02-08,Mobile,No
425a7ee4-112c-4875-bc14-5395e95e36df,51,Male,India,Home,1819.23,Credit Card,2024-06-08,Mobile,Yes
3a0625da-7c44-4e9f-b2d2-6d36ce4426ab,46,Female,Australia,Books,1539.59,Credit Card,2024-12-16,Desktop,No
96ca19a8-6cac-43b5-8e6f-8940a348e017,64,Female,UK,Electronics,158.64,Cash,2024-07-19,Mobile,Yes
b6501c24-f642-4cd8-9c2a-ab88c6476d48,18,Male,Australia,Books,1775.47,PayPal,2025-08-24,Mobile,Yes
2ed5d0c9-7fa5-4067-8d7e-219c454c71fc,39,Male,Canada,Home,1578.39,Cash,2025-04-25,Mobile,Yes
dbbe0814-6d1b-40ea-941a-8a6533c064bf,48,Male,India,Books,211.4,Debit Card,2025-05-09,Desktop,No
cba6ea35-9b9a-477d-85f5-74c7cabb4833,48,Female,India,Sports,1427.34,Credit Card,2025-04-04,Desktop,No
c8bdd4b0-c38f-4ac9-8051-2521accd1cd6,69,Female,UK,Electronics,151.94,Cash,2024-08-17,Tablet,No
cc13435d-b284-4105-8aef-4726bc023e65,58,Male,Canada,Sports,1363.04,Debit Card,2025-10-24,Mobile,No
de8ce2a7-375a-41fa-b743-d6a693f6b1c8,36,Female,Australia,Electronics,1216.02,PayPal,2025-12-27,Tablet,No
947a58bb-7c1a-4cb6-b978-53b92a4a390b,60,Male,Canada,Home,1486.46,Debit Card,2025-02-20,Desktop,No
b9e19b8b-78f9-4396-a2ea-d497ef2f20aa,29,Male,USA,Home,1102.83,Debit Card,2025-07-24,Mobile,Yes
777f7195-83d1-487f-97ce-9727826f560b,36,Female,Canada,Sports,1226.75,PayPal,2025-03-03,Tablet,Yes
ceca29b7-bf76-448d-8ac3-650d12ecbce0,46,Female,USA,Clothing,1109.74,Cash,2024-05-24,Desktop,Yes
07fe9b8f-58f4-478e-a6ca-7ea6f35e9ae0,70,Female,USA,Home,848.15,PayPal,2024-03-09,Tablet,No
7f8b2cfe-277b-4919-8a94-36508c8f0fb0,28,Female,India,Books,1913.11,Debit Card,2024-12-30,Mobile,Yes
fd6dc76c-12fa-4279-82d8-26263bea64e9,70,Male,Germany,Books,439.37,Debit Card,2025-11-11,Desktop,Yes
ba52f1a4-0b27-481b-928e-5d3e6c68ffbf,45,Female,UK,Electronics,596.89,Cash,2024-02-20,Tablet,No
5b1b189c-ad06-4e17-89c6-10aedde86815,64,Male,Australia,Sports,1167.87,PayPal,2024-02-23,Mobile,No
8932ea80-4a57-442d-95d9-0a1032b4c206,39,Female,Germany,Books,406.32,PayPal,2025-08-01,Mobile,No
4176b769-0868-457d-85f9-66f97c9caf7c,50,Female,USA,Home,1809.25,PayPal,2024-06-24,Mobile,Yes
449f182f-066c-4c75-a2c3-58ed1fbef12f,67,Male,Australia,Clothing,1913.2,PayPal,2025-07-12,Desktop,Yes
eb07f8cc-ac5f-4edf-a1da-e11ec9dd173c,49,Male,Canada,Clothing,111.61,Debit Card,2024-09-09,Desktop,No
d6fa281e-46ba-45bd-9c52-4f40edfc52eb,64,Female,USA,Books,1760.01,PayPal,2024-09-02,Mobile,Yes
bcdd183f-9a07-4567-9829-788d8d4e50e5,22,Male,UK,Electronics,1340.87,Debit Card,2025-06-06,Desktop,Yes
96d26416-3001-44af-9378-3cc5655fa038,39,Female,Australia,Books,426.11,PayPal,2025-11-12,Tablet,No
ffec8f71-aa57-4be8-88e0-7662ad4a4fb4,23,Female,UK,Sports,1424.9,Credit Card,2024-07-22,Mobile,No
cc298312-a074-495e-bc38-361ca7676aaf,20,Male,USA,Clothing,559.95,Credit Card,2025-06-26,Tablet,No
5530acea-c7cf-478e-8e12-bfb00b8e980f,62,Male,USA,Sports,1015.32,PayPal,2025-07-12,Mobile,Yes
f53a7d1f-8b19-4400-bd23-84677d29e9dc,62,Male,Canada,Clothing,375.3,Cash,2024-06-01,Desktop,No
a368344d-bf85-4a9b-824e-6d858c63088d,25,Female,USA,Books,1272.72,Debit Card,2025-04-22,Mobile,No
54a119fd-6deb-4347-bfbb-cf1e703c8209,46,Male,India,Sports,449.82,Cash,2025-12-31,Desktop,Yes
3793f7ac-0eb0-4c4f-a972-237917a47fed,51,Female,Australia,Home,419.35,Cash,2024-05-19,Desktop,No
f29b60a3-5353-4eb0-bb98-a07b140cb403,60,Male,Australia,Books,1652.37,Cash,2024-09-29,Tablet,No
6bd0a4d2-630f-43a1-be1b-a8450d3406be,67,Female,UK,Clothing,1993.69,Debit Card,2024-04-18,Mobile,Yes
49968ac4-55de-4a05-9491-dfbfceb2c6f6,40,Male,USA,Clothing,663.91,PayPal,2025-02-23,Desktop,No
36a8c2f8-b41c-4750-9b29-af0ffe02244a,40,Female,UK,Books,662.28,Credit Card,2024-08-20,Mobile,No
4009014a-5033-43ca-a172-ae26d28c6dc6,38,Female,Canada,Clothing,1972.58,Credit Card,2025-10-18,Desktop,No
394365c8-bd68-4e4d-954d-1694d611d89b,26,Male,USA,Electronics,921.73,Debit Card,2024-05-04,Mobile,Yes
41b01d4d-e327-453f-a7ea-4959e5ff56a0,69,Female,Canada,Electronics,1987.07,PayPal,2025-03-05,Desktop,Yes
cfe93df0-064c-4b68-9c6e-9075bda2e362,37,Male,UK,Home,1108.17,Cash,2024-06-29,Desktop,Yes
4c8b4812-d950-45b9-80f4-959dfd7bd35e,70,Female,UK,Electronics,692.26,Credit Card,2024-05-02,Tablet,No
0ffdb933-11a2-4f06-90ea-101e03920fe1,18,Male,Australia,Sports,1005.68,PayPal,2025-04-07,Mobile,No
c65f5bc0-755f-4a3e-b969-af7a280b9518,57,Male,USA,Books,1336.03,PayPal,2025-11-21,Mobile,No
29253592-57ba-4de5-b334-84a1dfedb93c,42,Male,India,Sports,908.65,PayPal,2024-10-26,Tablet,Yes
c8c75a47-5448-4629-98b5-bb20fdc47d37,41,Female,Australia,Clothing,302.05,Cash,2025-07-21,Mobile,No
2b021039-0d7b-4ad2-9d46-e635b7d5ca58,70,Female,UK,Books,744.09,Debit Card,2024-03-20,Desktop,Yes
e4272665-ebd6-48bb-9437-18a9108cd5d6,49,Female,USA,Clothing,1840.99,Credit Card,2025-06-09,Mobile,No
725a82f8-1f10-48eb-9e28-ef6967f4e8b2,23,Female,Australia,Clothing,1588.97,Debit Card,2025-09-07,Mobile,Yes
f5fa2af7-2a15-4a28-9b8f-63e9fb21cec8,22,Male,Germany,Books,1285.13,Cash,2025-04-12,Mobile,Yes
3af00006-b725-4571-b68e-4cfc542a1e64,61,Female,UK,Books,1940.23,Cash,2025-05-22,Mobile,Yes
42876d63-bd24-46c0-892d-02c4db812fd3,56,Female,USA,Clothing,1438.81,Debit Card,2025-10-05,Tablet,No
5c6acfee-e0c0-4160-a263-bd2b24972024,47,Female,UK,Home,1246.01,Credit Card,2025-11-15,Tablet,No
fdc1101f-af59-481c-81fe-91d2e3103134,18,Female,Germany,Sports,1804.31,Cash,2024-12-09,Desktop,No
32dfcd94-1552-4f9a-9966-eeca8bf7b3a6,50,Female,UK,Electronics,1445.86,Credit Card,2024-05-29,Desktop,Yes
1b1f6dab-cee3-4613-a6ed-eaf1282ac467,32,Female,UK,Sports,1918.12,Cash,2025-02-15,Tablet,No
5267628e-c832-4be2-b5fa-97d52d1772c3,56,Female,India,Home,273.94,Credit Card,2024-01-24,Mobile,No
18b45ea7-4480-4209-ae8c-5c3da4a0a6ad,21,Male,India,Sports,1198.3,Credit Card,2025-10-19,Desktop,Yes
7d29927f-4e16-4771-8d0c-87b7a6c4dc61,42,Male,Germany,Clothing,548.21,Cash,2024-12-13,Desktop,No
ddded5c5-3111-4392-a22e-56a0055c20ee,50,Male,India,Sports,133.72,PayPal,2025-06-14,Mobile,No
b6424dc6-a01c-41da-ac4f-dbc5513122f4,21,Female,Germany,Home,465.76,Debit Card,2024-01-08,Tablet,Yes
d68c9eb5-548d-45fd-8bcf-b92d0ecf02e9,29,Female,USA,Clothing,1978.66,Debit Card,2024-08-12,Tablet,No
fb4834ff-5be1-42d2-b636-56b4a54d7b0c,22,Male,Australia,Sports,1403.27,Credit Card,2024-05-11,Mobile,No
82226dd4-fc53-4e9a-bc0d-6351f21a1730,34,Male,Canada,Books,823.79,Credit Card,2024-01-21,Mobile,Yes
1ee04499-5d4a-4333-bcdf-bfdd9a9d3137,24,Female,Canada,Electronics,1135.57,Debit Card,2024-10-28,Mobile,Yes
d87b618e-3063-4a8b-ae9a-75e2edec9a35,30,Female,UK,Home,437.95,PayPal,2024-07-08,Tablet,Yes
175c2f99-76c7-44f8-b667-728088197f30,36,Female,Canada,Electronics,987.75,Credit Card,2025-10-13,Mobile,Yes
fe9dda24-8cab-4900-9b55-89d51f005ac4,53,Male,Germany,Sports,1275.46,PayPal,2024-09-20,Desktop,No
5f5e5bb5-00ec-46e2-8a2d-b147ca8a576d,18,Male,UK,Electronics,941.74,Cash,2025-09-27,Desktop,Yes
24973854-7685-44d9-ac1d-9ceb5c686b5f,47,Female,Germany,Clothing,383.95,Credit Card,2024-07-06,Tablet,Yes
b9596fed-14f3-45a9-8eaa-31da58ffb3f5,56,Male,Australia,Books,162.68,PayPal,2025-12-12,Mobile,Yes
2ea574cf-bbd8-4208-95e0-1b46b3b0a8f6,40,Male,USA,Clothing,703.46,Debit Card,2025-05-06,Tablet,No
3d9c87d5-be0e-4b88-95e2-29e209a4e061,65,Male,India,Sports,1067.66,Cash,2024-05-06,Tablet,Yes
bc3fde6b-be08-4791-89e2-1acf85a963fb,36,Male,Australia,Electronics,1461.41,PayPal,2025-02-18,Mobile,Yes
af8e6682-56c4-45e1-8976-b7542c14ff96,47,Female,UK,Books,1648.95,Credit Card,2024-07-28,Tablet,No
2459d0ab-0906-48f0-9659-14ba88bd09de,49,Male,Australia,Clothing,797.32,Cash,2024-10-23,Desktop,No
e12ce6a2-518b-4eb5-984d-60e657723181,57,Male,Australia,Home,867.91,Credit Card,2024-10-11,Tablet,Yes
e30f11ac-dd25-436f-ad26-bdf0e5385686,21,Female,Canada,Clothing,1648.21,Debit Card,2025-02-04,Tablet,Yes
4abaaad4-5d57-4365-9c0f-14366a6e30ad,21,Female,India,Books,1737.62,Credit Card,2024-12-22,Mobile,No
6b6b3e88-ced3-4081-adec-d031b1b7c3a7,29,Male,Australia,Electronics,1758.57,Debit Card,2024-02-06,Tablet,Yes
2a3ac8e9-2aaa-4c31-a904-21e75be65a14,21,Male,India,Clothing,763.95,PayPal,2024-02-25,Desktop,Yes
5599237c-15f9-4d38-a6cf-7fd3a1c2d88b,67,Female,Germany,Clothing,322.92,Cash,2025-06-02,Mobile,Yes
2862e6ee-75f3-40d6-99ba-6dc9163aef31,22,Male,Canada,Sports,884.75,Credit Card,2025-09-05,Desktop,No
cf9267c6-3807-435c-b14c-db0e0669bcca,67,Male,India,Clothing,1190.04,Credit Card,2025-10-27,Tablet,Yes
2d1ff22b-d393-4c02-b21b-44e97c515262,48,Male,Canada,Home,869.02,PayPal,2024-05-02,Mobile,No
a6ac35b7-12ce-4556-b8b0-40a710afce61,22,Male,Germany,Electronics,510.94,Debit Card,2025-11-01,Mobile,No
0382b679-3ed2-4b76-a8a6-0abf504778b2,53,Female,Australia,Sports,1730.96,PayPal,2024-08-15,Mobile,Yes
f8b17940-51d7-4b24-9895-5e830e20ebf4,51,Male,Germany,Clothing,1601.03,Cash,2024-02-23,Desktop,Yes
3ff4a3b0-265d-47ac-85d0-3601f222a4c3,36,Male,Germany,Books,943.88,Cash,2025-07-11,Mobile,No
48b8f6f1-7a9f-4820-9212-e942ecc4fdbb,60,Male,Australia,Books,815.11,Credit Card,2025-10-17,Desktop,Yes
5a43aaec-518c-4dfe-a2f2-4c251eaf5359,37,Male,UK,Clothing,349.43,PayPal,2025-09-20,Mobile,No
5b2741de-f386-4738-a4fc-7ea0b457092e,41,Male,Canada,Electronics,820.94,Cash,2025-02-12,Mobile,Yes
f024ab91-6cf3-4393-a7d8-760ee9c43b3f,40,Female,UK,Books,609.44,Debit Card,2025-01-03,Mobile,No
ece6314b-2a5d-4093-8278-f8501457b56b,55,Female,India,Sports,1313.71,Cash,2024-02-12,Desktop,Yes
f9b1208c-9aae-47bc-bfb7-7c7e79d832ec,45,Female,UK,Clothing,155.92,Debit Card,2025-12-04,Mobile,Yes
aa543553-7820-4acb-8b78-b97cf18c9161,48,Female,India,Home,1668.96,PayPal,2024-06-06,Desktop,Yes
3ec23227-f543-448c-9541-eafed065f3f3,60,Female,UK,Sports,1431.69,Cash,2025-02-02,Desktop,Yes
0eefd259-b179-4dc1-bf85-a7630543898b,56,Female,Australia,Home,1587.07,Debit Card,2024-05-26,Desktop,No
bf613543-5649-40d8-930e-cd07f588e48c,49,Male,USA,Electronics,1562.73,Credit Card,2025-09-14,Tablet,Yes
98a55ae1-cf8d-4991-ac07-31d9c95e72ea,39,Female,Germany,Books,275.94,Cash,2024-04-04,Tablet,Yes
fba3ced1-ca2e-4d86-ab2d-3b90b8134587,42,Female,India,Clothing,844.11,Credit Card,2025-07-10,Tablet,No
9613bf1e-c9b5-4c7c-a823-02109711e957,26,Male,Canada,Home,1471.42,Cash,2025-12-17,Desktop,No
8c3c4faf-abd6-4005-bd14-92e6ac8eb4c7,68,Female,India,Electronics,172.33,Cash,2024-07-05,Desktop,No
cd4d9a37-911c-4c15-8cf1-894fe0e018cc,31,Male,USA,Books,571.27,Cash,2024-04-01,Desktop,No
332d29eb-d152-4551-b688-e8cd6d74accb,25,Male,UK,Books,1638.39,Debit Card,2024-06-19,Tablet,Yes
b50636d1-6db3-477a-a461-8c2caf933453,45,Male,Canada,Sports,562.39,Debit Card,2025-03-13,Tablet,Yes
839fd089-852c-4473-835b-c3bd5c4a33f0,18,Male,UK,Books,67.14,PayPal,2024-08-26,Mobile,No
01f20fee-005c-4d18-8361-b4639841004e,42,Male,Canada,Home,1390.59,Debit Card,2024-01-22,Desktop,Yes
3ee5a215-a5f1-4d61-9aeb-6c59b9fa78ef,37,Female,Australia,Home,979.07,Cash,2025-05-11,Mobile,Yes
9c5ca44e-6754-499a-86bc-002d2f5f3afa,68,Male,Australia,Sports,1823.62,PayPal,2025-03-16,Desktop,No
8a648f10-f863-438d-9629-e65f395b2c2a,37,Female,UK,Books,671.05,Debit Card,2024-04-04,Desktop,No
37af4ed0-def7-47f4-a452-89ec740b08f5,68,Male,USA,Sports,1552.75,Debit Card,2025-03-22,Desktop,No
811b8271-9c6d-45c2-a0fb-e148879d68c1,38,Female,India,Home,1232.05,Debit Card,2025-01-21,Tablet,No
1a8dfdd0-7d49-4094-a7e9-ee735064ffca,54,Male,Germany,Sports,662.42,Credit Card,2024-02-14,Desktop,Yes
ed689ef6-00dd-4577-924a-fb4bb125dff1,32,Male,Australia,Books,1654.46,Debit Card,2024-04-16,Mobile,No
a4bfae40-2bf6-46f9-9402-30f91dca6304,46,Female,India,Books,1124.84,Credit Card,2025-02-07,Tablet,Yes
570710e2-a8b1-4834-a2bc-2da55bae9f38,28,Male,Australia,Electronics,371.92,Cash,2025-03-15,Desktop,Yes
a8073643-dd33-49c2-be27-8e26d32ab897,59,Female,Canada,Electronics,167.88,Credit Card,2025-08-29,Tablet,Yes
3fb9543b-4f9d-463b-845f-04115e7baa07,41,Male,Germany,Clothing,787.11,Debit Card,2024-01-25,Desktop,Yes
e00610e1-bc97-4936-b18e-799b093c9858,41,Male,Canada,Sports,377.55,Debit Card,2024-06-02,Mobile,Yes
c8eb28c6-a429-413a-a75b-f9486615e6e9,21,Male,India,Electronics,1193.62,Credit Card,2024-10-26,Tablet,No
